"geneid","coef"
"Intercept",44.6725639109928
"CDK14",-0.0352409978031572
"EDA2R",0.304299832140712
"NEAT1",0.0029351466476557
"DACH2",-0.260048729229445
"C7",0.0608591493027398
"LOC730101",-0.204382223698628
"LINC00861",-0.719454499185047
"NREP",-0.0428896023455582
"CPXM1",-0.116469745037587
"GLTPD2",-0.253216372641262
"CCNY",0.0879458341167613
"KIAA1211",-0.198301599507178
"STK19",0.204557254724307
"RMND5A",-0.0711009190906139
"SLC30A4",-0.363863066481134
"SNORD10",-0.00788884127416273
"PGRMC2",-0.169083960285472
"ASIC2",-0.292429889975558
"ST6GALNAC5",-0.0646368200140836
"USP53",0.109634017974328
"FBXO45",-0.0516679957285893
"SERPINA5",0.178757562136876
"GRM4",-1.00331797129887
"PRKCE",-0.0954225965299858
"C6",0.227912450974795
"NORAD",-0.0314076748381343
"TEP1",0.175088812859761
"FBLN5",0.122731576467475
"RASSF8-AS1",0.1364772506506
"ZNF669",-0.62567308200364
"TNFRSF10B",0.0575616161421049
"C4A",0.0407578463436298
"LAMP5",-0.00313427665100755
"BAX",0.0750175245275361
"NOA1",-0.30577252187024
"ZHX1",-0.226688367202411
"WSCD2",-0.0197923998228145
"MPPED1",-0.113667827372553
"SCT",-0.163261316806466
"STARD4-AS1",-0.0352907273108375
"ZDHHC22",-0.14974530667062
"DCX",-0.0816914322577075
"SNORD58C",0.0622582660361714
"C4B",0.029741191050813
"ZNF569",-0.156505916903026
"HCLS1",0.0586423074305523
"MT1X",0.0243484930681953
"MUC1",-0.0236309621386963
"TARP",-0.129892403960644
"KLHL1",-0.13899689074907
"TMPRSS5",0.180797146458663
"FLRT3",-0.0481912316109247
"DBET",-0.137998281831845
"NR3C1",-0.11259149446316
"BPIFB2",0.423464833318342
"CHRNA1",0.177487174302344
"CDKN1A",0.00330861891284033
"SLC6A14",0.345616795068001
"IL10",0.0863143641918369
"NTF3",-0.497129396054281
"CACNG6",-0.184739327626024
"SYNPR",-0.0921788817697207
"ITGA10",0.0357352480434188
"FUT1",-0.0980152265920551
"ZMIZ1",-0.143372908782869
"TLDC2",0.0211772008369929
"PLCD1",0.0885439538746783
"FAM49A",-0.067934422718421
"TSPOAP1-AS1",-0.269726997660089
"MFGE8",0.0360793994779817
"DGKD",0.126240357021603
"UGT2A2",-0.0279836219675809
"SERPINA3",-0.00601785903324897
"STEAP4",0.0701098523758497
"SNORA67",-0.0319576590896921
"MYC",0.0321950295382802
"AQP11",-0.146362175295366
"FRG1BP",-0.0767348513932569
"CPE",0.0148402133883561
"DSTYK",-0.150445849554808
"HLA-DOB",0.0502363769906619
"IL27RA",-0.464314274438287
"CCDC84",0.0515960740806809
"EFNB3",-0.0258780813963352
"SRSF4",0.131539643412763
"SIGLEC17P",-0.102441558573634
"STAT5A",0.12643500486031
"RAB3GAP1",-0.352195379123076
"LRFN1",-0.279247430239132
"COP1",-0.392579103037787
"NRXN1",0.032252822750923
"DDB2",0.153600593274517
"CHFR",0.0612918381769325
"CATSPERB",0.389872546129098
"INIP",-0.0943134698777953
"LOC100129175",-0.134543070408764
"SLC8A1-AS1",-0.181953133963591
"ABHD17C",-0.175578941520878
"S1PR5",-0.342221890124998
"POLD4",-0.0293087965444887
"EGF",0.303822753690502
"NRCAM",0.0505087475349042
"SYT9",-0.149250407142746
"RFK",0.0679759486130372
"EPHB1",-0.123806299182196
"TMEM173",0.0155818463377036
"TNFRSF10C",0.254687356083657
"C3",0.0378361130815607
"PLK3",-0.0167542255125997
"NEUROD1",-0.0954325155843615
"PLPPR5",-0.134231879883442
"SYT1",0.00771453284795014
"C1RL-AS1",0.0391793551843185
"NXPH1",-0.0536376376609176
"PPP3CA",-0.0628330805901328
"ID1",0.0707533355349351
"MATK",-0.0529633932791918
"CNST",-0.128963500773183
"HIST1H1C",0.0679395985876684
"NECAB3",0.154259710330636
"FER1L4",0.088737020956483
"CSMD2",-0.423335708871327
"XYLT1",-0.334920441899005
"TMEM150A",-0.0711983968495676
"UBTD2",-0.41123852400423
"GPX1",0.0237733988377995
"ZNF263",-0.397264120518678
"OVOL2",-0.117354055494506
"KIF4A",-0.152247576076782
"GEMIN6",-0.138038673091644
"CBX1",-0.0942101722686355
"LOC283335",0.0806254459980976
"PGR",-0.125258701087041
"ARL10",-0.241161728328133
"PLA2G2A",0.0428102929389252
"ACSL6",-0.0260820636984928
"CERCAM",-0.00331313990993287
"CTCF",-0.118283621566428
"NKAIN4",-0.112142243445233
"PLEKHD1",-0.381649335239763
"ARHGAP6",0.212461658329133
"LONRF1",0.129964515404327
"KIAA1549",-0.0385300454441595
"NNMT",-0.00316156776794551
"NPIPB3",0.256239079688399
"RPL36A",0.114710958979519
"MAP3K6",-0.0301197389135414
"TRIM71",-0.277239704477799
"C1RL",-0.0074935169320989
"SEMA3A",-0.12067064503223
"ZNF184",-0.0910034153036977
"RFPL1",0.050098957687752
"ADAMTS1",0.038235799994292
"SLC4A7",0.0406033242240433
"NEK3",0.0936135646021654
"THAP2",-0.27556335632731
"CNTN1",0.0192612427414038
"TTC24",-0.187664882362431
"SLC13A5",-0.33593612789246
"SMIM29",0.375485935797532
"SPPL2C",0.018891930092522
"ZNF570",0.0090321135997551
"ADCY1",-0.0220034155166171
"R3HDM1",-0.0143698024664515
"SNCAIP",-0.267408587345908
"ARMC7",-0.233888786121807
"SOWAHA",-0.00669208086059902
"SLC9B1",-0.165142140835914
"SPACA6",0.0352437807074236
"AGT",0.0270597036244717
"OLFM1",-0.0342879512641088
"DCC",-0.0818325177537758
