"geneid","coef"
"Intercept",65.7329058568235
"CADPS2",5.38037352138121
"PTCHD4",2.20559826307855
"ACAD11",0.0706754605122216
"SCGB3A2",0.135505544849224
"AMOTL1",-1.59961548068557
"COL16A1",0.0362862827292321
"WSCD2",0.777590480881071
"F2R",0.0833801489987679
"PCDH10",0.407656934175692
"ZMAT3",0.353314664137731
"HCG11",-0.936703931198004
"PREX2",1.84136338101776
"GALNT5",-0.401767583896401
"KLC1",0.0170353860646681
"PLXNB2",0.545183602856442
"LMO3",2.17042105057075
"TIRAP",-0.775012367577495
"GALNT3",-0.660024192389706
"GOSR1",-0.629683695047321
"PICK1",-0.0392538675876447
"EPAS1",-0.15862086092075
"PPP1R13L",0.27631622560967
"QRFP",-0.144620536763119
"ZKSCAN5",0.466458702625146
"SCN3A",1.7787210974426
"CDC23",-2.73005942437919
"SPTY2D1OS",-2.29033100537706
"CDKN2A",-0.0824057502429931
"MGAM",1.52669796143854
"SMAD7",0.131457954620518
"ZNF41",-1.00600949686641
"CABYR",1.11756240947467
"LAMC1",-0.123660734095465
"ZC3H12C",-0.952885244216031
"ISLR",0.701868201605439
"IMMT",-0.416312987508066
"FRZB",0.0280164453659376
"ZDHHC14",-0.717225567678921
"RHBDF1",-0.523865698260287
"ZNF518B",-1.23886915537204
"RFTN1",0.844430312577548
"AHNAK2",0.333342625996674
"EDA2R",1.81409189590826
"FBXL5",-0.221579288411124
"SLC25A23",-0.0674489328609261
"UFD1",0.0420200893043883
"JAKMIP2",0.712307551616414
"POFUT2",-0.00894623021868368
"PFKL",1.75113537629655
"CSNK2A1",-0.89677742962874
"ZNRF3",0.238429690303665
"ZBED6CL",-1.18746151522457
"RBMXL1",-0.853309563497877
"LOC541473",0.19439065363352
"PHLDA3",0.706636080920556
"ADSSL1",0.0274199028795874
"PML",-0.369419875065851
"DOCK1",-1.05916476792027
"MIR34AHG",1.08768368789578
"ZSCAN31",0.494589593644124
"AGAP2-AS1",0.940894136382212
"PRR16",-1.01028908348806
"RGL3",-0.204083603631313
"AKAP2",-0.932703631067251
"PALM2-AKAP2",-0.845426772675736
"SAMD11",0.062949530915677
"PKM",0.529662306021953
"NEIL1",-0.453308384391864
"SNAP29",0.393052761897846
"SCUBE1",-0.32869382654259
"ZNF2",0.841271596312996
"NXN",-0.888169001842579
"MTMR12",0.603999698630932
"HLA-A",-0.525641380417618
"SEMA3E",2.57048718728953
"YBX1",0.482104995296973
"ATXN2L",0.428240758506126
"TRPC4AP",0.386385235633333
"PRKD2",0.0106681585881391
"RRP7BP",0.0646920444230526
"DLX3",0.133932129896017
"PI4KAP2",0.653081264091842
"VANGL2",-3.08969269952759
"PCDH9",1.59373511554377
"ZNF544",-0.00740456795201129
"SLC9A5",-1.15256114699786
"PDXDC2P-NPIPB14P",-0.0744816987241385
"CTR9",0.395647909099207
"UBE2L3",-0.423648197497414
"DIS3L",-0.605492170122192
"EGLN3",0.142318124994715
"FBXW2",-1.67535918295012
"PPP1R11",-2.23720456015763
"POLR1B",0.0683716724768511
"USF1",0.236391538641503
"BAHD1",0.406841919362742
"A2M-AS1",0.278970520100881
"LOC101929243",0.317656316321457
"POLM",0.968044022358791
"CCDC181",3.02929415867747
"CLCNKA",1.17377186993383
"VCAM1",-0.0140190495018368
"HADHB",-0.653603852502263
"SNORA61",-0.773292542305937
"HSD17B7",0.30626556964598
"BTBD3",-1.75345148089849
"LINC01176",1.8556514244268
"PAK5",-1.93922236914663
"GABRA4",3.32624660012027
"NELL2",0.438007745805662
"DNHD1",0.564804366823239
"RAB17",-0.00545871788252432
"KRTCAP3",0.710997140095887
"B3GNT9",1.1027757957165
"ZNF549",-2.44496891698563
"SMARCA2",-1.68438254390111
"SNRNP70",0.984304636472298
"CTTN",-0.164708563096531
"C2orf27A",0.323436387278631
"ZDHHC1",-0.556036029095106
"PENK",0.175679022945184
"PHKA2-AS1",0.714903508326417
"HBA1",0.061616399965776
"ENTPD6",0.00918882002114308
"CHURC1",-0.827413465334377
"LOC101928307",0.0434733375133032
"CACNB4",-3.04609037286414
"CRNKL1",0.0655007791237594
"GLYR1",0.748744426964696
"HBB",0.0227129193401917
"UNC13A",-0.171809207059129
"TTC21A",-1.55228420143343
"DDIT4",0.0318300455914008
"TFAM",0.784415348004545
"UBA7",-0.814642524247508
"PPFIBP2",-0.832802901634439
"TSPYL5",0.123417498102523
"HAPLN3",-0.0570749077272766
"ZNF697",-1.83946541992815
"SLC35F5",0.0168605914536221
"UPP1",0.189356095995492
"SNORD22",0.187051540870951
"C9orf43",-0.883918410750474
"PELO",0.427952427460182
"NDUFV3",1.56384134387951
"MYNN",0.117549757776427
"KCNK2",0.689915235587218
"FDXR",0.128591476640521
"LRP2BP",-0.272226640379459
"WDR97",1.65259007582639
"BIRC6",-0.369986587347972
"SNORA70",-0.652389853018116
"CCDC69",0.233896895313273
"MSMP",-0.891720949665771
"SYPL2",-0.0589424972451797
"RNF219",1.06506587936632
"ATG16L1",0.284126532519744
"KCTD21-AS1",-0.394136943705306
"HLA-H",0.00506969871607747
"POT1-AS1",0.461568329415089
"ZNF14",1.19316419085754
"PDCD2L",-1.46061527334804
"FASTKD2",-2.65142319351847
"PUDP",1.35741073242976
"CEP112",-0.725346787961564
"CXCL9",0.193302383130307
"PGBD2",-1.18375639870246
"RMND5A",2.19582045777776
"DYNC1LI1",4.82024531285022
"CELF6",0.361432080849207
"AP3S1",1.94410085036701
"NOA1",-0.2899059401487
"YJEFN3",0.0388668860548902
"PART1",-0.0767243097920641
