"geneid","coef"
"Intercept",54.8374009907908
"CD248",-0.0650707757626378
"LRRN3",0.618127650231457
"NELL2",-0.398280471794228
"LEF1",-0.389370748234627
"CCR7",-0.0983648448011648
"ABLIM1",0.214004816291462
"GZMH",0.26469348185147
"MYC",-0.0466930079182047
"CD27",0.0249752954807615
"FAM102A",-0.107980778492171
"SERPINE2",0.00641920069267784
"SLC16A10",-0.464139338910327
"FCGBP",-0.0201250690522409
"BACH2",-0.0389783118768656
"SYT11",0.00411757098622185
"PDE9A",0.0547045597498858
"NOG",0.249218460544417
"FLNB",-0.0114759156907219
"NT5E",-0.219302860015776
"FGFBP2",0.20238310550693
"TGFBR3",-0.0532186812055303
"ITM2C",0.0139511099402816
"ATF7IP2",-0.884507478408447
"CR2",-0.200899932749253
"PHGDH",0.0616341094189047
"LDHB",0.138078135017292
"SIRPG",0.0887299073221066
"FCRL6",0.0518659935554949
"PDE7A",0.067238986318191
"NOSIP",0.100713130089045
"PAICS",0.0348396230934434
"BZW2",-0.0714698995219328
"OXNAD1",0.0584944955814053
"CX3CR1",-0.277910034998416
"SCML1",-0.0495403940981906
"RPL22",-0.00922936009654943
"LDLRAP1",0.10273975577302
"RHOC",0.0422515870293803
"LTB",-0.082271978663789
"LBH",-0.0611927445839367
"PRSS23",-0.0801889076069127
"SUSD3",0.178008361927907
"PIK3IP1",0.101041303156707
"MFGE8",0.0363727600451949
"AGMAT",-0.00885321344462062
"NKG7",-0.0298503659743657
"PPP2R2B",-0.18950727778913
"GZMB",0.215406515679066
"SLC7A6",-0.060929001224048
"TTC38",0.00451549818466983
"IMPDH2",0.00153161287630215
"GRAP",-0.0453558538654306
"FBL",0.313612720251319
"PRR5L",-0.00413936589712935
"SATB1",0.0569988071880782
"IL7R",-0.0140345014342406
"ZSCAN18",-0.0962211261669321
"ADRB2",0.0926290949416008
"KLRB1",-0.0663117352826699
"HSP90AB1",0.0844483108684618
"VPREB3",-0.0474418728845001
"TCF7",0.0440571482129687
"OSBPL5",-0.0802618412098523
"C1orf21",-0.0654345139566341
"BCL11B",0.100428663917631
"NMT2",-0.30680324234487
"TNFRSF25",-0.0454979268077135
"PTPRK",-0.0862742359339338
"BTBD11",-1.25176298095031
"EDAR",-0.0629180117094386
"ELOVL4",-0.173502718052936
"LGALS1",0.01335171636873
"KLHL3",0.0842933391905596
"CD8B",-0.0470849378065204
"NBEA",-0.100381745076241
"NUAK1",0.0902754773884511
"GTSCR1",2.13975310336679
"PDGFD",0.0906134877616647
"ANXA1",-0.0883058653895081
"APOBEC3H",1.03639513287814
"ATM",0.0208465513282993
"ID3",0.1230748387012
"PCED1B",-0.00511723513322807
"COBLL1",0.263016756869273
"MZB1",-0.00427857990631508
"GPR18",-0.169227463732356
"CEP41",0.274270586861927
"ETS1",-0.072674521022665
"FAM117B",0.137484993151575
"EPHX2",-0.0554690415591622
"CAMK4",-0.121611392676373
"MCOLN2",-0.0395648025805257
"CCR6",-0.149538768071096
"TXK",-0.0160860712203731
"LEPROTL1",-0.0562869515601574
"KYNU",-0.623681307440331
"F2R",0.218711565513075
"PRF1",0.0567626368983058
"DKC1",-0.0235808749697362
"CACNA2D2",-0.0252781881930138
"SPRY1",0.0872212083026977
"ATP2B4",-0.0159323144540874
"FOXO1",0.0173663305584968
"MMP28",-0.0108774009518115
"LGMN",-0.0767003835366701
"CD84",-0.0299028231465972
"DENND2D",-0.0150815480676596
"CLUAP1",0.0393719557783494
"OCIAD2",-0.0906790147190046
"GZMA",-0.0199364171598448
"CD79A",0.00235829522224947
"PDGFRB",-0.0325629390115003
"RCAN3",0.0763528402487452
"TSPAN13",-0.0107618886738548
"HOOK1",0.0103659396179681
"KIAA1147",0.0165229410300256
"THNSL1",-0.178818276074702
"ATIC",0.300758751729744
"NAA16",-0.0128724318245909
"IGFBP3",0.126944093871194
"SUSD1",-0.106162839194924
"CD28",-0.156094468543806
"RORC",-0.0242402475743017
"MAN1C1",0.0240876008525475
"STRBP",-0.0471007091203313
"TARBP1",-0.00794200481075262
"BANK1",0.0717473635367172
"KLF6",-0.0451092933813031
"KLRD1",1.05505820396898
"NPM3",0.211783060216287
"ZEB2",0.0341322522014664
"VAMP5",0.0689176768394775
"ZNF154",-0.0828578568391131
"DGKA",-0.0270058810138688
"KAT2A",0.0552508571086696
"POU2AF1",-0.00117474932707906
"EPHA1",-0.117523687294512
"TPM2",0.0184618647687278
"C1QBP",0.0451043030866356
"LTBP3",-0.0268542610060872
"PLCG1",0.205483670247729
"IGFBP7",0.0740833910324002
"ITGA6",-0.0380201265006597
"F5",0.1496728403101
"B3GAT1",0.383177912924915
"TMEM204",0.107603214328791
"CD96",0.0760858192074327
"VCAN",-0.0520181601476426
"RRS1",-0.0309053432992193
"HSPH1",0.0183940819698461
"SESN1",0.146695774705339
"CRIP1",0.029150891245672
"TBC1D4",-0.075946454706366
"ANXA2R",-0.0226098665538948
"HAVCR2",-0.0223730809462879
"CD7",-0.0594177053135376
"STMN1",-0.287407083898638
"GNLY",0.0161433456284238
"APEX1",0.121038038934457
"ICOS",-0.14679013289818
"GK5",-0.0257287723274087
"SAE1",0.000158782416504004
"FLT3LG",0.0676738607421414
"ERBB2",0.0147234734612668
"PYHIN1",0.192003451489919
"NME8",0.00863102866916728
"FAM13A",0.377398863789525
"PMEPA1",0.0288852667902221
"RAPGEF6",-0.0539782017424384
"ZNHIT6",-0.162812651549029
"PASK",0.0632228205489911
"AGPAT4",-0.0313426894053044
"STOM",-0.0521992480098797
"TRIB2",0.0428809052848236
