"geneid","coef"
"GOLM1",0.953140283368201
"RRP1B",-2.57807430999497
"DUSP18",1.23505945404157
"GSTO1",1.83854067653476
"PAFAH1B3",-0.127144603534203
"TNIP3",3.05611139512155
"PRSS30P",-1.51301754250502
"UBIAD1",-1.81278797727435
"PPP2R5C",-1.33261760933325
"ZNF548",0.947476297237803
"SMAD7",-0.75697619123112
"ANXA4",-1.49652797371089
"CEBPA",-0.332391624501398
"MFSD10",-1.29343357350782
"ZFAND1",-0.346474274142278
"PLAC8",-0.29237779604402
"CD151",1.80875014769355
"ABCB1",0.660126475793839
"ID2",-0.154871573636565
"PLEKHB1",0.337301479780664
"QSOX2",-2.28107449406152
"ZNF573",0.64169500156883
"ABCC3",0.136307806326666
"BIN1",-0.554315666591313
"ADAM17",-1.20197027884762
