"geneid","coef"
"Intercept",121.382985559217
"CCR7",-0.924237664641122
"GZMH",1.14839349004126
"FAM102A",0.0859737149908851
"SERPINE2",-0.205175000743132
"BACH2",-0.353304395738457
"PDE9A",-1.38567594133013
"NT5E",1.17185220174685
"FGFBP2",0.233598702523663
"ATF7IP2",-4.61037276329457
"CR2",0.774744683987346
"LBH",0.173531490398512
"PRSS23",0.77744258900377
"SUSD3",0.150257262081877
"SLC7A6",0.295654503810173
"TTC38",-0.561320390034187
"GRAP",-0.629639918026146
"IL7R",0.488994437574726
"ADRB2",0.0746851451925455
"KLRB1",-1.25216109027253
"TCF7",-0.27012616373625
"C1orf21",0.470659618255849
"PTPRK",-0.251095821407968
"CD8B",0.00251215564467941
"GTSCR1",0.131215527314602
"ANXA1",-0.202360075428909
"APOBEC3H",0.390109099086508
"ETS1",-3.3883886152299
"KYNU",3.55181896313545
"PRF1",0.478893469296359
"DKC1",0.704005970276449
"CACNA2D2",2.94063356409324
"SPRY1",0.104980640521911
"MMP28",1.22989910793804
"DENND2D",0.98107792434155
"PDGFRB",-0.870808743662214
"RCAN3",-1.54504691290192
"TSPAN13",0.456798930741806
"KIAA1147",-0.263099039395924
"THNSL1",1.25179085912919
"IGFBP3",0.109608928690177
"RORC",0.444794182736731
"KLF6",-0.212077008894502
"KLRD1",3.60491136686581
"IGFBP7",0.820472838765384
"F5",0.352807427432046
"B3GAT1",1.95328880319533
"CD96",0.240186205972777
"STMN1",-0.352240774096762
"GNLY",0.952373634841578
"ERBB2",0.472239610806255
"NME8",-0.80425763481694
"PMEPA1",-1.4178062399148
"DDX47",1.87864069971748
"CDCA7L",-0.459991033703712
"S100A10",0.15529813505906
"CD3E",0.159415785977678
"CD22",-0.4949682429847
"ILK",-1.48651302485217
"PTGDS",-0.453451703705548
"DNAJA3",0.661781517052829
"KLRF1",0.347890205822886
"IARS",-0.152541390047773
"VEGFB",0.207548064469164
"PLAG1",-6.57022949834068
"SPOCK2",0.309899667342117
"ZNF439",-2.27326131765351
"MTA3",-1.45131145139775
"C2orf40",0.897281350618346
"BHLHE40",0.0571643004603071
"APOBEC3G",-0.387073131253052
"ZNF256",-0.319893461967934
"PAQR8",-0.243495138685971
"ENOSF1",-3.03684541612921
"TEX10",2.276295230197
"MTSS1",0.0383873729142852
"SNTB2",1.93986335267147
"CTNNA1",-1.07120370591268
"SNRPN",0.555613970109119
"SLC38A1",0.95927787960608
"DDX10",1.19571971589581
"TIGD7",1.62040463978698
"CD70",-2.30063837385375
"ARHGAP32",0.565640993559574
"ZNF365",5.96486301521327
"OBSCN",1.00237854850224
"DOCK10",-1.40281421285864
"NAT10",1.91412855429111
"TC2N",-0.188660459793001
"TLE2",-0.131644993164232
"FASLG",-0.276413969192333
"IRAK3",0.120023183397106
"FAM214B",0.344216948176175
"SH2D1B",3.8954627144822
"MORC2",2.67588229017715
"ALKBH2",-0.901716169632513
"MT1E",0.34296590771114
"RPL18",0.429674344271235
"ARG1",-1.53967774447784
"DSC1",-1.2734753261033
"PARP3",0.655370684749996
"CAPN2",1.01208532159221
"LRRFIP2",-0.396243898192376
"ROPN1L",-0.0667403069579332
"GFI1",0.662449151513314
"CCL5",0.117455760891684
"GLIPR2",0.95853962433536
"FBXO6",1.25911707724494
"MBOAT1",-1.25495885255152
"EBF1",0.00106334928898738
"SLC26A8",-0.658166546115437
"SLC22A15",2.30418787491597
"CBLL1",1.62871664721234
"CPA5",-2.24333353699528
"C12orf57",0.647275045792004
"RBM17",-0.279559347250373
"CYP2J2",-1.86616038248894
"FAM153B",0.355824661520131
"RNASE2",0.0851941137583633
"NREP",-0.440977432664668
"TPST1",-0.522576867386439
"CERS6",-1.23453152634751
"HADH",-2.81228633293835
"LHFPL2",0.317557594815668
"EIF4G3",0.548950429739192
"HMGN1",-0.780191885032448
"RALA",-3.42558025417768
"WIPI1",0.31525673957111
"ZNF22",-1.64742806711144
"UPP1",0.530671224315085
"ADPRM",1.63994547204046
"DDX55",0.623417307287938
"GDPD5",0.0951646569326537
"LYPD2",-0.447494784277445
"CDK4",-1.12302198780975
"PHF14",2.12499030738593
"RASSF1",0.843583111325462
"ENTPD1",0.219837914457605
"H2AFY2",-0.413937839435294
"WRN",1.98370425050224
"SPON1",0.793209403597126
"KIAA0355",-0.388629100133788
"TP53I3",0.757125903178073
"EBAG9",-2.6260420020587
"CTSW",-0.894387716940726
"ADK",2.89790495259588
"TSEN2",-0.0099802136876268
"SREBF1",0.267356247440234
"EIF4A2",-0.0102486747069586
"EIF2A",-1.0543743192578
"SLFN13",0.203581639357084
"STX11",0.456398124674508
"RAB11FIP5",0.742722787009037
"DNMT1",0.405311885229613
"TMTC1",0.98649968539381
"RPS2",-3.44577172838593
"KDM1A",-0.531928856090828
"MSC",-0.0605325851820863
"CRISPLD2",-1.36518741086156
"LINGO2",1.32138619043893
"ZDHHC9",-0.727313880473264
"TCF3",-0.1052078350555
"GBP1",0.190546033475569
"ANAPC1",0.225600662566619
"ZNF480",1.51076767990852
"RCL1",-1.28635637522296
"PRKCA",1.35689131902551
"ZNF329",0.533256619272915
"SMARCD3",-0.778275054643028
"HMOX1",-0.174181454992409
"NRG1",-0.258639440763314
"DMXL2",0.899268590148037
"CD86",-0.141410743968122
"VIM",-0.57470631495489
"GAL3ST4",-0.110067560242565
"MR1",1.01925336496483
"PLA2G16",2.34709588768572
"SH3PXD2A",-2.4003695138025
"KCNG1",11.6702869374496
"MMP9",0.368546360484424
"MAPK14",0.139613883349743
"PLOD1",-0.0987588958689497
