"geneid","coef"
"Intercept",55.0170096332095
"GHR",0.20735185984405
"GHRH",-0.256600191577611
"SHC1",-0.229780763155394
"POU1F1",-2.12758654052865
"PROP1",-4.38648977061683
"TP53",-2.88974533057165
"TERT",-0.842596987326764
"ATM",3.26698602546077
"PLAU",-0.279483651415819
"ERCC2",0.0678308638782218
"ERCC8",3.85538980150237
"WRN",2.25432985759538
"LMNA",-2.30076816789461
"IGF1R",-1.70600299493775
"TXN",-0.0273028928301678
"KL",-0.728459314687644
"E2F1",0.147296475818828
"PTPN11",0.764208379580127
"NFKB2",-0.449807184595134
"STAT5B",3.3576580614062
"STAT3",-0.0644823682524663
"NRG1",0.46905095794572
"HDAC3",-1.61593250137464
"GH1",0.0797476575041823
"IGF1",-0.420802402506801
"IGF2",0.526386965821918
"NGF",-0.700527150630714
"IRS1",-1.81330909976672
"PTPN1",-0.722229044682478
"IRS2",-0.448885598761682
"AKT1",1.64530181705081
"PIK3CB",1.51347441047213
"NGFR",0.258655091116956
"HRAS",-0.56231814816852
"MYC",-0.669657134572055
"EGFR",0.32407062799455
"ERBB2",-0.343792430661248
"INSR",0.612159569175947
"NBN",0.714490739780112
"JUND",1.06863659407146
"IL2",-2.36397760279466
"PDGFB",1.84171771147894
"EGF",0.739960932762095
"IL2RG",-0.544210998650098
"FOS",-0.385767121746578
"PDGFRB",-0.228354104609838
"EPOR",0.892555132632411
"SST",-0.00809888227358191
"PRKCD",-0.895527967461177
"PPARA",-0.117851289349469
"RET",0.384830107029586
"PLCG2",-1.64081031989624
"PEX5",-1.90292519737278
"TCF3",-1.56116482958338
"PARP1",-2.90695494059271
"PIN1",-0.203351294630022
"PTEN",-1.48965402114891
"CREBBP",4.60104413574117
"HIF1A",-0.407946557719581
"UBB",-0.252010407559113
"RPA1",-0.149057966094011
"BLM",-0.468511113738989
"BCL2",0.826528550302172
"S100B",-0.245650365761223
"VCP",1.75091108118235
"POLG",0.372403299705075
"IGFBP3",0.628727313772848
"HSP90AA1",-0.749836718210215
"NR3C1",-0.53860612209783
"EGR1",0.388259148830746
"VEGFA",-0.798792519733469
"ABL1",-0.580937667998463
"BRCA2",-0.547414590830889
"TOP2A",0.0567382712014666
"TOP2B",-0.948787172229877
"NFKB1",0.74107883586659
"TOP1",0.658577234945903
"RAD51",0.784282209012088
"UBE2I",0.172157938191099
"TNF",-0.439474287854964
"CEBPA",0.202188837732473
"CEBPB",0.580599440627703
"TGFB1",1.25219646964034
"STK11",0.741911678594925
"APTX",-1.03281635538632
"PML",1.99303085596333
"GSK3B",-1.94091765417821
"HTT",-0.124668499257392
"PRKCA",1.26277470419306
"SSTR3",0.815396742514799
"HELLS",1.66892359677496
"APOC3",-0.301733837170116
"EEF2",0.0811349383516431
"ERCC3",1.39509076543859
"TERF1",-0.383414838471408
"PRKDC",0.611156691300278
"CAT",-1.93140353141331
"AR",0.171955861104801
"XRCC5",-2.62744773097953
"PCNA",1.83490866592134
"FEN1",-0.343858165725495
"FAS",0.99432700986908
"TERF2",4.51964623997753
"XRCC6",2.44064158660923
"POLD1",0.0660333417126175
"BAX",3.23178930952565
"RB1",2.11306913707927
"EMD",-1.31182549001721
"GRB2",-2.1730072081449
"FOXO3",0.883239596549643
"FOXO1",-0.272173641920216
"HSF1",-0.383037632330734
"XPA",0.283910487378778
"MSRA",-0.354330251805871
"RECQL4",-1.28730416236111
"SOD2",-1.23475903565675
"SOD1",1.4242322287484
"FOXM1",1.77366137068738
"COQ7",0.5064779206226
"CACNA1A",-0.498671918167751
"LRP2",1.13349151078218
"AIFM1",1.29119953970119
"UCHL1",0.248449211861744
"APP",-1.59332323909781
"APOE",-0.423940544280038
"A2M",0.237697909366809
"SNCG",0.649764991272735
"PRDX1",0.145272013948725
"PON1",0.96693903066659
"RELA",-1.13311806413856
"IL6",0.133324415066014
"RGN",-0.310992081633462
"RAD52",-1.3653888598276
"TOP3B",0.598870248135019
"ERCC1",0.0130534533556321
"SIRT1",-0.392722976523378
"HDAC1",-0.862892055033551
"HSPA9",0.459429282329588
"GPX1",0.686903177762144
"GSR",0.180079693371888
"GSS",-0.109900358379773
"GSTA4",-1.12086994209622
"GSTP1",0.176112070848726
"HSPD1",1.28312758429473
"HSPA1A",-0.0773785247542997
"HSPA1B",0.00570493745064658
"PCMT1",-1.23936543594818
"MAPK8",-4.50463580564872
"YWHAZ",1.0920128445927
"PTK2B",0.778898265147426
"PTK2",-1.61641617836395
"IL7",2.4196158900507
"MAPK14",0.755503889582861
"FGFR1",-0.66286435425402
"SP1",-4.33018286104508
"FLT1",0.304022611493248
"JUN",0.261966901888669
"MED1",-0.28114569776802
"MAPK3",0.979764236534977
"HMGB1",3.33198175970428
"CCNA2",-1.11549262942944
"HMGB2",0.0852441945424697
"MAP3K5",-0.271474161876809
"TAF1",-5.75603780449923
"SDHC",0.980288536107083
"FOXO4",0.260616441222726
"HESX1",-0.819111078301121
"PIK3R1",-0.175258647080842
"BSCL2",-0.251869183416909
"AGPAT2",-0.441575267411389
"BMI1",-2.11746474330968
"EEF1A1",0.521528945206623
"TFAP2A",1.86371675648849
"BDNF",-0.585909378025904
"CREB1",-0.459839423236433
"ATF2",0.580294282658396
"TBP",-3.38327327932765
"APEX1",-1.33498103913418
"HBP1",-0.316901026411199
"BUB1B",1.40324508935262
"PTGS2",-0.931166024716026
"SIN3A",0.68400279830359
"CDK1",-3.15954253693045
"TFDP1",0.449167777322868
"DDIT3",-0.196515718099321
"POLA1",0.895295639024711
"MAPT",-0.398808047043722
"CTGF",0.207053836786478
