"geneid","coef"
"Intercept",86.4140266570243
"RERG",0.0525312507352275
"APOC2",-0.425633156791874
"LINC01436",0.100273673579626
"APOC4-APOC2",-0.54636568417352
"ZNHIT6",0.0987059813104879
"ITM2A",0.106222053217721
"RIMBP2",0.341644598359411
"TNN",0.0430448914247301
"ZFAND4",0.618519818737019
"FGF9",0.289111933716489
"LRRC10B",0.0431754489097501
"LEPR",-0.000993952156099714
"KCNK5",0.0505205444304257
"SPRY1",0.062947879967236
"TMCC2",0.116754849103405
"RIMS4",0.180342455288644
"LGR5",-0.0271892054538662
"GABARAP",-0.0222414562698947
"ARL13B",0.149777666214359
"NAGPA",-0.210772757680088
"IL33",0.0804680866232824
"ADCYAP1",0.0586901531237706
"ADH4",0.0846305148283118
"BRI3",-0.0349778881609298
"KNSTRN",-0.136392768450611
"CNTNAP3",0.0117112294409234
"PRSS12",-0.00746175413174913
"LAMC3",-0.0205907032550119
"NTRK3",-0.0271068204651209
"DNER",0.088365489082003
"ZNF793",0.0908097221160912
"ITLN1",0.0734729111865787
"CABLES1",-0.11807012901998
"VIPR2",0.00630090881264646
"SPTSSB",0.195590996667644
"DKK2",-0.0164337259134186
"HAPLN1",0.196118212278029
"SHISA2",0.121116282092751
"TTYH1",0.0600253533363479
"ALOX12B",0.0512362105424565
"C12orf49",-0.0617971236675633
"KLHDC3",0.022129063418791
"CLDN11",0.0748851828305581
"GPM6A",0.0663108163503214
"STK32A",0.0746154158056548
"CD59",-0.0428311584465873
"RADX",0.250490375421431
"SFRP2",0.0501994299934971
"NAV2",0.0963481241665369
"TPP1",-0.200809691444949
"IL6",0.0618214876351192
"CXCL14",0.02975321006354
"CNTNAP3P2",0.0797168418613141
"WNT11",0.0572611429092747
"TM4SF18",0.0813415574946598
"DUXAP8",0.957430937338543
"CACHD1",0.0912695600152682
"SLC38A3",0.150002083861813
"FBXO17",0.047515815310715
"CLEC4F",0.222713518247405
"BMP2",0.0166681679429369
"PCDH9",0.421594095218404
"ADAMTS9-AS1",0.031045146173303
"TCFL5",0.194141664387315
"PBX4",0.215401616076749
"LPCAT3",-0.204797101368112
"PDZD2",0.0825711971825047
"PCGF1",-0.070230349357388
"FAT3",0.36046283578147
"TLE1",-0.0413220293225366
"ZNF282",-0.230834774318647
"GBA",-0.158051541422918
"KIF7",0.100910801769491
"EGR1",0.0404334675730717
"TMEM115",-0.106785360101994
"C12orf60",0.0335174874838413
"FOSB",0.0305797164707676
"APOC1",-0.125093660039524
"REXO2",-0.0222939705864556
"DAB2IP",0.0656386031928334
"BHLHE22",0.242233008435272
"MGP",0.0266092287594346
"AMDHD2",-0.0555666315174391
"LINC00689",0.209779305524085
"STX1B",0.148101465466267
"RBM11",0.372562085862116
"CDH22",0.843139561682886
"LAYN",0.142563894922531
"WDR83OS",-0.0184744436320139
"ASPRV1",0.0427183471449475
"MCC",0.11184512850833
"C8orf88",0.122718634413217
"NTF3",0.179932067082136
"EDNRA",0.0155002535589608
"MIR503HG",-0.187325660849543
"RCAN2",9.21272168304907e-05
"LNCTAM34A",-0.130168057478166
"PRNP",0.0871498864396353
"FAM189A2",-0.0134486549303022
"LRP4",-0.0276993808412215
"RSPO1",-0.00239631359001746
"ZNF570",0.125107278602682
"HEY2",-0.0209687914912299
"CCDC134",-0.0267078163715198
"PPP2R2B",0.166781354428349
"DOK6",-0.0921873817005703
"LAMP2",-0.168115671204951
"DIO3",0.118835417366809
"TSHZ1",0.0579177166149879
"BCL2",0.0221969383760569
"EIF4EBP3",-0.208881398437103
"CRTAC1",-0.00694040833707831
"LPCAT2",0.0885504892017193
"LGMN",-0.161575298453355
"S100A3",-0.00319282686919412
"FOS",0.0466383085599198
"MRNIP",-0.0224800067063629
"TEX261",-0.0530376284075603
"BCO2",0.0804216776306218
"ZFY-AS1",0.079301480818602
"DUSP2",0.106953712543308
"SOX17",0.0640412192516841
"GJC2",0.00635327457845222
"INPP4B",0.135302860305313
"PTPRD",0.0805471620967371
"SP3",0.146641324901746
"DLX6",0.350584486681133
"SLC41A3",-0.205287833978793
"PLPPR4",-0.0421363802979739
"LOC105371730",-0.343633164274986
"PREX2",-0.0244671045719426
"ANGPTL5",0.0859172661806068
"CCND1",0.152511297439645
"SV2B",0.125069486790362
"PTGFR",0.0833943470307235
"KLHL13",0.0247099133246489
"PDE5A",0.00548073620820122
"SMCR8",-0.0699600082137929
"FLVCR2",-0.0679585647182905
"C6orf141",-0.0807377507619031
"ARC",0.0715387782933836
"SLC16A4",0.100090729421184
"CEMP1",-0.058576977859296
"FAM120C",-0.0620439594392258
"CYP26B1",0.109931436360297
"CYP21A2",0.052889831531871
"PDLIM1",0.041794362510054
"PAX3",0.0536692233363673
"GLI3",0.0565113322265482
"PCDHB10",0.338848649008345
"ADAMTS4",0.0310364200021709
"SLC16A10",-0.240566521884715
"SQSTM1",-0.0160431452911261
"PYHIN1",0.332720354884464
"FST",0.154838333935779
"PLA2G2A",0.024987279153911
"FBLN7",-0.074690256648393
"SOX7",0.0140283658696993
"ANGPTL8",0.192040530719386
"C11orf96",-0.0273861355799055
"WBP2",-0.140209992300856
"PTPRF",-0.0219393538788252
"SIK1B",0.0292067159035122
"CPXM2",0.0444676170734226
"CCR7",0.00141062975990519
"WDR83",0.0316176510058973
"SPRY2",0.0456354118981877
"GNPTG",-0.154981290383886
"LOC101927811",-0.0497993299830228
"KLF2",-0.00121670128546694
"DGKE",0.111487931598307
"MAPK8IP2",-0.0319026981256391
"FHL5",0.0132838014521504
"ADAMTS9",0.0223448570446905
