"","SRR2166176","SRR2167642"
"MLF2",29.4683418399119,32.1972990818327
"ADAMTS17",0.105132110014398,0.126529364592271
"IZUMO2",0.019774500804187,0.0405985526908356
"PRB3",0,0.022130019161563
"IQCF3",0.0426440590605993,0.0291838311683409
"TADA2B",3.5590267056799,4.73146399638372
"BIVM",23.0400309433067,19.2087431657403
"PCDH9-AS2",0.044265586244632,0
"RAET1E",0.00994649491182643,0.0612627294765506
"LOC101927974",1.09314405055341,0.748102598973813
"DCAF10",3.49740874833206,5.01330931493191
"TIPARP",3.93023687695009,3.79756915584468
"SORL1",21.2115322517226,17.5274257640389
"ERICH3-AS1",0.222522961944715,0.199874740183843
"OR2A42",0.0320249418168559,0
"KRT12",0.0160038943305445,0.0164286055478984
"TRIM11",8.78470964037102,9.08645610499737
"NPM1",68.3757605706659,66.7929764542513
"RHOBTB3",4.10996421588122,4.14264037400726
"CST11",0,0
"HLA-DOA",0.446848515181355,0.527513024052073
"NODAL",1.37659959585344,1.15949274643076
"MGST2",3.53067435225883,3.54725707520958
"KRTAP5-1",6.9464546567014,4.13521256141894
"BRI3BP",5.77540055188593,8.00024160220281
"LINC00838",0,0
"TESK2",4.26332760956352,3.24080207761353
"GDI2",26.6120358067778,25.7211511477577
"SNORD115-29",0,0
"GGT3P",0.0108889470536176,0.0223558356836198
"FOXJ2",13.7484509627893,14.600476978098
"AMOTL2",3.40036486580902,4.87454352215708
"ZNF134",8.43807353204529,9.14554699235951
"MIR1244-2",20.3882082526746,20.2075713793397
"PEX11A",1.71492503000727,2.03127195747857
"RAB42",0.233003487228051,0.126628375697861
"DHX29",11.8911166090618,11.9151220659118
"CNIH3",0.598895498204855,0.696440643736191
"PPIG",16.1481074901783,17.1677768519121
"GUSBP5",0.0211385006827921,0.0542486851042206
"SLC25A29",6.40814314894273,7.93665470992913
"PARVG",0.3831560824144,0.219694640317864
"LINC01477",0,0
