"geneid","coef"
"Intercept",51.183714002371
"CD248",-0.0526589595397861
"LRRN3",0.772460106691029
"NELL2",-0.38916032194696
"LEF1",-0.446562255175239
"CCR7",-0.146704698326072
"ABLIM1",0.302878608015858
"GZMH",0.31282644131638
"MYC",-0.0403891653651901
"CD27",0.0215150677271289
"FAM102A",-0.0826567211830296
"SERPINE2",0.0219306106649765
"SLC16A10",-0.54151536528649
"FCGBP",-0.0187691692016585
"BACH2",-0.0610367360801792
"SYT11",0.00807827821773961
"PDE9A",-0.00791829965543679
"NOG",0.196823098989099
"FLNB",-0.0202910471227334
"NT5E",-0.171648481858885
"FGFBP2",0.210780983217721
"TGFBR3",-0.0399291645166341
"ITM2C",0.0109466447638597
"ATF7IP2",-0.812228103152065
"CR2",-0.26715944416729
"PHGDH",0.117681577343294
"LDHB",0.156688178473686
"SIRPG",0.0282564079704895
"FCRL6",0.29725326749024
"PDE7A",0.141776238488124
"NOSIP",0.0512076742959618
"PAICS",0.0119256129665818
"BZW2",-0.122696416365015
"OXNAD1",0.038320809776971
"CX3CR1",-0.0370549890332859
"SCML1",-0.120378402059021
"RPL22",-0.105753481868184
"LDLRAP1",0.113998425233788
"RHOC",0.0827281644948787
"LTB",-0.0793083245230415
"LBH",-0.0491452229820486
"PRSS23",-0.0813726607852341
"SUSD3",0.185106755957102
"PIK3IP1",0.074124065017696
"MFGE8",-0.0307408367264885
"AGMAT",-0.0123870346355375
"NKG7",-0.0362842220083248
"PPP2R2B",-0.16995432345098
"GZMB",0.18028984754006
"SLC7A6",-0.0791948874142357
"TTC38",-0.0380327522745065
"IMPDH2",0.0331501279153095
"GRAP",0.00244349810869125
"FBL",0.307739212725497
"PRR5L",-0.00261870736482233
"SATB1",0.0458457769461464
"IL7R",-0.0366031442082892
"ZSCAN18",-0.107910634245622
"ADRB2",0.113198115697654
"KLRB1",-0.0708830062881598
"HSP90AB1",0.0745580084230671
"VPREB3",-0.0474730909098662
"TCF7",0.0148465850439638
"OSBPL5",-0.126613477887909
"C1orf21",-0.00213654956698859
"BCL11B",0.0962816119154049
"NMT2",-0.413986781202757
"TNFRSF25",-0.0414238113090275
"PTPRK",-0.0114068234738299
"BTBD11",-1.36990198033876
"EDAR",-0.0158456638674593
"ELOVL4",-0.191189618171554
"LGALS1",0.0169334741149217
"KLHL3",0.144062150278037
"CD8B",-0.0649136221455133
"NBEA",-0.111156824014034
"NUAK1",0.138660641712907
"GTSCR1",3.25098046795916
"PDGFD",0.0726965982204526
"ANXA1",-0.0915428910951337
"APOBEC3H",1.23457962541847
"ATM",0.0353995710239238
"ID3",0.197077896316506
"PCED1B",0.00372193526602337
"COBLL1",0.377398076296624
"MZB1",-0.00757738381275901
"GPR18",-0.313625900586882
"CEP41",0.295207289241125
"ETS1",-0.0764680588820843
"FAM117B",0.136628000517525
"EPHX2",-0.036775039508878
"CAMK4",-0.134212957119306
"MCOLN2",-0.0279088785642647
"CCR6",-0.140388551614477
"TXK",-0.0358972791935711
"LEPROTL1",-0.0628572729081477
"KYNU",-0.618165017984186
"F2R",0.231521919065918
"PRF1",0.0300045609386347
"DKC1",-0.0365425069683668
"CACNA2D2",0.244866745928522
"SPRY1",0.0877289365303515
"ATP2B4",-0.0165803152738891
"FOXO1",0.043446870828985
"MMP28",0.00709134778800359
"LGMN",-0.0205241565374828
"CD84",-0.129323734548988
"DENND2D",-0.0135794287745729
"CLUAP1",0.0245027907750091
"OCIAD2",-0.0915806132815471
"GZMA",-0.000920641629399543
"CD79A",-0.00236805602907439
"PDGFRB",-0.0429029443782234
"RCAN3",0.163002376034353
"TSPAN13",-0.00938074708293049
"HOOK1",0.00666641841688932
"KIAA1147",0.022983547501989
"THNSL1",-0.15051295814795
"ATIC",0.346440148716241
"NAA16",-0.0543692499730944
"IGFBP3",0.14954747835937
"SUSD1",-0.111402802449925
"CD28",-0.142604572623266
"RORC",-0.0160299698755112
"MAN1C1",0.0550297485680693
"STRBP",-0.0523994669312251
"TARBP1",0.0378513007916254
"BANK1",0.0850363921013581
"KLF6",-0.0877518940235643
"KLRD1",0.804195138169853
"NPM3",0.24757441020755
"ZEB2",0.0440905010118227
